team,player,wage,choice,season,conference,outcome,correct,points
Charlotte Hornets,Jake,7,OVER,2023-24,,UNDER,False,-7
Charlotte Hornets,Mary,9,UNDER,2023-24,,UNDER,True,9
Charlotte Hornets,Mike,14,OVER,2023-24,,UNDER,False,-14
Charlotte Hornets,Phil,14,UNDER,2023-24,,UNDER,True,14
Charlotte Hornets,Ryan,13,OVER,2023-24,,UNDER,False,-13
Chicago Bulls,Adonis,6,OVER,2023-24,,OVER,True,6
Chicago Bulls,Andy,6,UNDER,2023-24,,OVER,False,-6
Chicago Bulls,Chester,11,UNDER,2023-24,,OVER,False,-11
Chicago Bulls,Jake,12,UNDER,2023-24,,OVER,False,-12
Chicago Bulls,Mary,11,UNDER,2023-24,,OVER,False,-11
Chicago Bulls,Mike,10,UNDER,2023-24,,OVER,False,-10
Chicago Bulls,Phil,15,UNDER,2023-24,,OVER,False,-15
Chicago Bulls,Ryan,6,UNDER,2023-24,,OVER,False,-6
Cleveland Cavaliers,Adonis,7,OVER,2023-24,,UNDER,False,-7
Cleveland Cavaliers,Andy,14,UNDER,2023-24,,UNDER,True,14
Cleveland Cavaliers,Chester,13,OVER,2023-24,,UNDER,False,-13
Cleveland Cavaliers,Jake,7,UNDER,2023-24,,UNDER,True,7
Cleveland Cavaliers,Mary,14,OVER,2023-24,,UNDER,False,-14
Cleveland Cavaliers,Mike,8,UNDER,2023-24,,UNDER,True,8
Cleveland Cavaliers,Phil,7,OVER,2023-24,,UNDER,False,-7
Cleveland Cavaliers,Ryan,11,UNDER,2023-24,,UNDER,True,11
Detroit Pistons,Adonis,15,OVER,2023-24,,UNDER,False,-15
Detroit Pistons,Andy,9,UNDER,2023-24,,UNDER,True,9
Detroit Pistons,Chester,7,OVER,2023-24,,UNDER,False,-7
Detroit Pistons,Jake,15,OVER,2023-24,,UNDER,False,-15
Detroit Pistons,Mary,8,UNDER,2023-24,,UNDER,True,8
Detroit Pistons,Mike,6,OVER,2023-24,,UNDER,False,-6
Detroit Pistons,Phil,13,OVER,2023-24,,UNDER,False,-13
Detroit Pistons,Ryan,8,UNDER,2023-24,,UNDER,True,8
Indiana Pacers,Adonis,14,UNDER,2023-24,,OVER,False,-14
Indiana Pacers,Andy,7,UNDER,2023-24,,OVER,False,-7
Indiana Pacers,Chester,15,OVER,2023-24,,OVER,True,15
Indiana Pacers,Jake,8,OVER,2023-24,,OVER,True,8
Indiana Pacers,Mary,6,UNDER,2023-24,,OVER,False,-6
Indiana Pacers,Mike,11,OVER,2023-24,,OVER,True,11
Indiana Pacers,Phil,9,UNDER,2023-24,,OVER,False,-9
Indiana Pacers,Ryan,9,UNDER,2023-24,,OVER,False,-9
Miami Heat,Adonis,10,OVER,2023-24,,UNDER,False,-10
Miami Heat,Andy,11,OVER,2023-24,,UNDER,False,-11
Miami Heat,Chester,13,UNDER,2023-24,,UNDER,True,13
Miami Heat,Jake,10,UNDER,2023-24,,UNDER,True,10
Miami Heat,Mary,6,UNDER,2023-24,,UNDER,True,6
Miami Heat,Mike,11,UNDER,2023-24,,UNDER,True,11
Miami Heat,Phil,9,UNDER,2023-24,,UNDER,True,9
Miami Heat,Ryan,15,OVER,2023-24,,UNDER,False,-15
Milwaukee Bucks,Adonis,13,OVER,2023-24,,UNDER,False,-13
Milwaukee Bucks,Andy,15,OVER,2023-24,,UNDER,False,-15
Milwaukee Bucks,Chester,10,OVER,2023-24,,UNDER,False,-10
Milwaukee Bucks,Jake,12,OVER,2023-24,,UNDER,False,-12
Milwaukee Bucks,Mary,15,OVER,2023-24,,UNDER,False,-15
Milwaukee Bucks,Mike,15,OVER,2023-24,,UNDER,False,-15
Milwaukee Bucks,Phil,11,OVER,2023-24,,UNDER,False,-11
Milwaukee Bucks,Ryan,10,OVER,2023-24,,UNDER,False,-10
New York Knicks,Adonis,7,OVER,2023-24,,OVER,True,7
New York Knicks,Andy,10,UNDER,2023-24,,OVER,False,-10
New York Knicks,Chester,14,OVER,2023-24,,OVER,True,14
New York Knicks,Jake,11,UNDER,2023-24,,OVER,False,-11
New York Knicks,Mary,12,OVER,2023-24,,OVER,True,12
New York Knicks,Mike,14,OVER,2023-24,,OVER,True,14
New York Knicks,Phil,14,OVER,2023-24,,OVER,True,14
New York Knicks,Ryan,13,OVER,2023-24,,OVER,True,13
Orlando Magic,Adonis,12,OVER,2023-24,,OVER,True,12
Orlando Magic,Andy,6,OVER,2023-24,,OVER,True,6
Orlando Magic,Chester,14,OVER,2023-24,,OVER,True,14
Orlando Magic,Jake,11,UNDER,2023-24,,OVER,False,-11
Orlando Magic,Mary,14,OVER,2023-24,,OVER,True,14
Orlando Magic,Mike,7,OVER,2023-24,,OVER,True,7
Orlando Magic,Phil,8,UNDER,2023-24,,OVER,False,-8
Orlando Magic,Ryan,7,UNDER,2023-24,,OVER,False,-7
Philadelphia 76ers,Adonis,7,UNDER,2023-24,,UNDER,True,7
Philadelphia 76ers,Andy,12,UNDER,2023-24,,UNDER,True,12
Philadelphia 76ers,Chester,6,UNDER,2023-24,,UNDER,True,6
Philadelphia 76ers,Jake,13,OVER,2023-24,,UNDER,False,-13
Philadelphia 76ers,Mary,9,UNDER,2023-24,,UNDER,True,9
Philadelphia 76ers,Mike,11,OVER,2023-24,,UNDER,False,-11
Philadelphia 76ers,Phil,6,OVER,2023-24,,UNDER,False,-6
Philadelphia 76ers,Ryan,13,UNDER,2023-24,,UNDER,True,13
Washington Wizards,Adonis,15,UNDER,2023-24,,UNDER,True,15
Washington Wizards,Andy,9,OVER,2023-24,,UNDER,False,-9
Washington Wizards,Chester,6,UNDER,2023-24,,UNDER,True,6
Washington Wizards,Jake,8,OVER,2023-24,,UNDER,False,-8
Washington Wizards,Mary,7,UNDER,2023-24,,UNDER,True,7
Washington Wizards,Mike,8,UNDER,2023-24,,UNDER,True,8
Washington Wizards,Phil,12,UNDER,2023-24,,UNDER,True,12
Washington Wizards,Ryan,7,OVER,2023-24,,UNDER,False,-7
Toronto Raptors,Adonis,11,UNDER,2023-24,,UNDER,True,11
Toronto Raptors,Andy,7,OVER,2023-24,,UNDER,False,-7
Toronto Raptors,Chester,8,UNDER,2023-24,,UNDER,True,8
Toronto Raptors,Jake,8,UNDER,2023-24,,UNDER,True,8
Toronto Raptors,Mary,8,UNDER,2023-24,,UNDER,True,8
Toronto Raptors,Mike,14,OVER,2023-24,,UNDER,False,-14
Toronto Raptors,Phil,6,UNDER,2023-24,,UNDER,True,6
Toronto Raptors,Ryan,6,UNDER,2023-24,,UNDER,True,6
Dallas Mavericks,Adonis,9,OVER,2023-24,,OVER,True,9
Dallas Mavericks,Andy,9,OVER,2023-24,,OVER,True,9
Dallas Mavericks,Chester,13,OVER,2023-24,,OVER,True,13
Dallas Mavericks,Jake,14,OVER,2023-24,,OVER,True,14
Dallas Mavericks,Mary,10,UNDER,2023-24,,OVER,False,-10
Dallas Mavericks,Mike,9,OVER,2023-24,,OVER,True,9
Dallas Mavericks,Phil,12,OVER,2023-24,,OVER,True,12
Dallas Mavericks,Ryan,14,OVER,2023-24,,OVER,True,14
Denver Nuggets,Adonis,13,OVER,2023-24,,OVER,True,13
Denver Nuggets,Andy,11,OVER,2023-24,,OVER,True,11
Denver Nuggets,Chester,12,OVER,2023-24,,OVER,True,12
Denver Nuggets,Jake,14,OVER,2023-24,,OVER,True,14
Denver Nuggets,Mary,15,OVER,2023-24,,OVER,True,15
Denver Nuggets,Mike,12,OVER,2023-24,,OVER,True,12
Denver Nuggets,Phil,9,UNDER,2023-24,,OVER,False,-9
Denver Nuggets,Ryan,8,OVER,2023-24,,OVER,True,8
Golden State Warriors,Adonis,6,OVER,2023-24,,UNDER,False,-6
Golden State Warriors,Andy,13,UNDER,2023-24,,UNDER,True,13
Golden State Warriors,Chester,8,UNDER,2023-24,,UNDER,True,8
Golden State Warriors,Jake,6,UNDER,2023-24,,UNDER,True,6
Golden State Warriors,Mary,13,OVER,2023-24,,UNDER,False,-13
Golden State Warriors,Mike,15,OVER,2023-24,,UNDER,False,-15
Golden State Warriors,Phil,12,UNDER,2023-24,,UNDER,True,12
Golden State Warriors,Ryan,15,OVER,2023-24,,UNDER,False,-15
Houston Rockets,Adonis,12,UNDER,2023-24,,OVER,False,-12
Houston Rockets,Andy,14,UNDER,2023-24,,OVER,False,-14
Houston Rockets,Chester,9,OVER,2023-24,,OVER,True,9
Houston Rockets,Jake,15,OVER,2023-24,,OVER,True,15
Houston Rockets,Mary,11,OVER,2023-24,,OVER,True,11
Houston Rockets,Mike,13,OVER,2023-24,,OVER,True,13
Houston Rockets,Phil,6,OVER,2023-24,,OVER,True,6
Houston Rockets,Ryan,9,OVER,2023-24,,OVER,True,9
Los Angeles Clippers,Adonis,9,UNDER,2023-24,,OVER,False,-9
Los Angeles Clippers,Andy,8,OVER,2023-24,,OVER,True,8
Los Angeles Clippers,Chester,12,UNDER,2023-24,,OVER,False,-12
Los Angeles Clippers,Jake,12,OVER,2023-24,,OVER,True,12
Los Angeles Clippers,Mary,8,OVER,2023-24,,OVER,True,8
Los Angeles Clippers,Mike,6,OVER,2023-24,,OVER,True,6
Los Angeles Clippers,Phil,8,UNDER,2023-24,,OVER,False,-8
Los Angeles Clippers,Ryan,10,OVER,2023-24,,OVER,True,10
Los Angeles Lakers,Adonis,8,OVER,2023-24,,OVER,True,8
Los Angeles Lakers,Andy,15,UNDER,2023-24,,OVER,False,-15
Los Angeles Lakers,Chester,11,OVER,2023-24,,OVER,True,11
Los Angeles Lakers,Jake,6,UNDER,2023-24,,OVER,False,-6
Los Angeles Lakers,Mary,14,OVER,2023-24,,OVER,True,14
Los Angeles Lakers,Mike,9,UNDER,2023-24,,OVER,False,-9
Los Angeles Lakers,Phil,13,OVER,2023-24,,OVER,True,13
Los Angeles Lakers,Ryan,8,UNDER,2023-24,,OVER,False,-8
Memphis Grizzlies,Adonis,14,UNDER,2023-24,,UNDER,True,14
Memphis Grizzlies,Andy,11,OVER,2023-24,,UNDER,False,-11
Memphis Grizzlies,Chester,7,UNDER,2023-24,,UNDER,True,7
Memphis Grizzlies,Jake,14,OVER,2023-24,,UNDER,False,-14
Memphis Grizzlies,Mary,11,OVER,2023-24,,UNDER,False,-11
Memphis Grizzlies,Mike,15,OVER,2023-24,,UNDER,False,-15
Memphis Grizzlies,Phil,7,OVER,2023-24,,UNDER,False,-7
Memphis Grizzlies,Ryan,14,OVER,2023-24,,UNDER,False,-14
Minnesota Timberwolves,Adonis,14,UNDER,2023-24,,OVER,False,-14
Minnesota Timberwolves,Andy,8,OVER,2023-24,,OVER,True,8
Minnesota Timberwolves,Chester,10,OVER,2023-24,,OVER,True,10
Minnesota Timberwolves,Jake,9,OVER,2023-24,,OVER,True,9
Minnesota Timberwolves,Mary,7,UNDER,2023-24,,OVER,False,-7
Minnesota Timberwolves,Mike,8,UNDER,2023-24,,OVER,False,-8
Minnesota Timberwolves,Phil,10,UNDER,2023-24,,OVER,False,-10
Minnesota Timberwolves,Ryan,10,OVER,2023-24,,OVER,True,10
New Orleans Pelicans,Adonis,12,OVER,2023-24,,OVER,True,12
New Orleans Pelicans,Andy,7,OVER,2023-24,,OVER,True,7
New Orleans Pelicans,Chester,10,UNDER,2023-24,,OVER,False,-10
New Orleans Pelicans,Jake,13,OVER,2023-24,,OVER,True,13
New Orleans Pelicans,Mary,13,UNDER,2023-24,,OVER,False,-13
New Orleans Pelicans,Mike,7,UNDER,2023-24,,OVER,False,-7
New Orleans Pelicans,Phil,11,OVER,2023-24,,OVER,True,11
New Orleans Pelicans,Ryan,9,UNDER,2023-24,,OVER,False,-9
Oklahoma City Thunder,Adonis,8,OVER,2023-24,,OVER,True,8
Oklahoma City Thunder,Andy,13,UNDER,2023-24,,OVER,False,-13
Oklahoma City Thunder,Chester,14,OVER,2023-24,,OVER,True,14
Oklahoma City Thunder,Jake,9,UNDER,2023-24,,OVER,False,-9
Oklahoma City Thunder,Mary,12,OVER,2023-24,,OVER,True,12
Oklahoma City Thunder,Mike,10,OVER,2023-24,,OVER,True,10
Oklahoma City Thunder,Phil,10,OVER,2023-24,,OVER,True,10
Oklahoma City Thunder,Ryan,15,UNDER,2023-24,,OVER,False,-15
Phoenix Suns,Adonis,10,OVER,2023-24,,UNDER,False,-10
Phoenix Suns,Andy,12,UNDER,2023-24,,UNDER,True,12
Phoenix Suns,Chester,8,UNDER,2023-24,,UNDER,True,8
Phoenix Suns,Jake,7,OVER,2023-24,,UNDER,False,-7
Phoenix Suns,Mary,15,OVER,2023-24,,UNDER,False,-15
Phoenix Suns,Mike,7,UNDER,2023-24,,UNDER,True,7
Phoenix Suns,Phil,7,OVER,2023-24,,UNDER,False,-7
Phoenix Suns,Ryan,6,UNDER,2023-24,,UNDER,True,6
Portland Trail Blazers,Adonis,15,UNDER,2023-24,,UNDER,True,15
Portland Trail Blazers,Andy,6,UNDER,2023-24,,UNDER,True,6
Portland Trail Blazers,Chester,7,UNDER,2023-24,,UNDER,True,7
Portland Trail Blazers,Jake,9,OVER,2023-24,,UNDER,False,-9
Portland Trail Blazers,Mary,10,OVER,2023-24,,UNDER,False,-10
Portland Trail Blazers,Mike,12,OVER,2023-24,,UNDER,False,-12
Portland Trail Blazers,Phil,11,OVER,2023-24,,UNDER,False,-11
Portland Trail Blazers,Ryan,12,UNDER,2023-24,,UNDER,True,12
Sacramento Kings,Adonis,8,UNDER,2023-24,,UNDER,True,8
Sacramento Kings,Andy,13,OVER,2023-24,,UNDER,False,-13
Sacramento Kings,Chester,9,UNDER,2023-24,,UNDER,True,9
Sacramento Kings,Jake,13,UNDER,2023-24,,UNDER,True,13
Sacramento Kings,Mary,6,UNDER,2023-24,,UNDER,True,6
Sacramento Kings,Mike,12,UNDER,2023-24,,UNDER,True,12
Sacramento Kings,Phil,14,OVER,2023-24,,UNDER,False,-14
Sacramento Kings,Ryan,7,UNDER,2023-24,,UNDER,True,7
San Antonio Spurs,Adonis,11,UNDER,2023-24,,UNDER,True,11
San Antonio Spurs,Andy,15,OVER,2023-24,,UNDER,False,-15
San Antonio Spurs,Chester,15,OVER,2023-24,,UNDER,False,-15
San Antonio Spurs,Jake,15,OVER,2023-24,,UNDER,False,-15
San Antonio Spurs,Mary,7,UNDER,2023-24,,UNDER,True,7
San Antonio Spurs,Mike,9,UNDER,2023-24,,UNDER,True,9
San Antonio Spurs,Phil,15,UNDER,2023-24,,UNDER,True,15
San Antonio Spurs,Ryan,14,UNDER,2023-24,,UNDER,True,14
Utah Jazz,Adonis,11,UNDER,2023-24,,UNDER,True,11
Utah Jazz,Andy,10,UNDER,2023-24,,UNDER,True,10
Utah Jazz,Chester,15,OVER,2023-24,,UNDER,False,-15
Utah Jazz,Jake,10,UNDER,2023-24,,UNDER,True,10
Utah Jazz,Mary,9,UNDER,2023-24,,UNDER,True,9
Utah Jazz,Mike,10,OVER,2023-24,,UNDER,False,-10
Utah Jazz,Phil,10,UNDER,2023-24,,UNDER,True,10
Utah Jazz,Ryan,12,OVER,2023-24,,UNDER,False,-12
Atlanta Hawks,Adonis,15,UNDER,2024-25,,OVER,False,-15
Atlanta Hawks,Andy,10,OVER,2024-25,,OVER,True,10
Atlanta Hawks,Chester,12,UNDER,2024-25,,OVER,False,-12
Atlanta Hawks,Jake,7,OVER,2024-25,,OVER,True,7
Atlanta Hawks,Mary,6,UNDER,2024-25,,OVER,False,-6
Atlanta Hawks,Mike,7,OVER,2024-25,,OVER,True,7
Atlanta Hawks,Phil,14,UNDER,2024-25,,OVER,False,-14
Atlanta Hawks,Ryan,8,OVER,2024-25,,OVER,True,8
Boston Celtics,Adonis,8,UNDER,2024-25,,OVER,False,-8
Boston Celtics,Andy,14,UNDER,2024-25,,OVER,False,-14
Boston Celtics,Chester,11,UNDER,2024-25,,OVER,False,-11
Boston Celtics,Jake,9,UNDER,2024-25,,OVER,False,-9
Boston Celtics,Mary,14,OVER,2024-25,,OVER,True,14
Boston Celtics,Mike,11,UNDER,2024-25,,OVER,False,-11
Boston Celtics,Phil,7,OVER,2024-25,,OVER,True,7
Boston Celtics,Ryan,11,UNDER,2024-25,,OVER,False,-11
Brooklyn Nets,Adonis,14,UNDER,2024-25,,OVER,False,-14
Brooklyn Nets,Andy,15,UNDER,2024-25,,OVER,False,-15
Brooklyn Nets,Chester,7,UNDER,2024-25,,OVER,False,-7
Brooklyn Nets,Jake,14,UNDER,2024-25,,OVER,False,-14
Brooklyn Nets,Mary,13,UNDER,2024-25,,OVER,False,-13
Brooklyn Nets,Mike,12,UNDER,2024-25,,OVER,False,-12
Brooklyn Nets,Phil,10,UNDER,2024-25,,OVER,False,-10
Brooklyn Nets,Ryan,8,UNDER,2024-25,,OVER,False,-8
Charlotte Hornets,Adonis,15,UNDER,2024-25,,UNDER,True,15
Charlotte Hornets,Andy,6,UNDER,2024-25,,UNDER,True,6
Charlotte Hornets,Chester,6,UNDER,2024-25,,UNDER,True,6
Charlotte Hornets,Jake,14,OVER,2024-25,,UNDER,False,-14
Charlotte Hornets,Mary,15,UNDER,2024-25,,UNDER,True,15
Charlotte Hornets,Mike,15,UNDER,2024-25,,UNDER,True,15
Charlotte Hornets,Phil,8,UNDER,2024-25,,UNDER,True,8
Charlotte Hornets,Ryan,6,UNDER,2024-25,,UNDER,True,6
Chicago Bulls,Adonis,10,UNDER,2024-25,,OVER,False,-10
Chicago Bulls,Andy,6,UNDER,2024-25,,OVER,False,-6
Chicago Bulls,Chester,10,OVER,2024-25,,OVER,True,10
Chicago Bulls,Jake,15,UNDER,2024-25,,OVER,False,-15
Chicago Bulls,Mary,8,UNDER,2024-25,,OVER,False,-8
Chicago Bulls,Mike,15,UNDER,2024-25,,OVER,False,-15
Chicago Bulls,Phil,11,UNDER,2024-25,,OVER,False,-11
Chicago Bulls,Ryan,9,UNDER,2024-25,,OVER,False,-9
Cleveland Cavaliers,Adonis,6,OVER,2024-25,,OVER,True,6
Cleveland Cavaliers,Andy,11,OVER,2024-25,,OVER,True,11
Cleveland Cavaliers,Chester,11,OVER,2024-25,,OVER,True,11
Cleveland Cavaliers,Jake,12,OVER,2024-25,,OVER,True,12
Cleveland Cavaliers,Mary,12,OVER,2024-25,,OVER,True,12
Cleveland Cavaliers,Mike,14,OVER,2024-25,,OVER,True,14
Cleveland Cavaliers,Phil,13,OVER,2024-25,,OVER,True,13
Cleveland Cavaliers,Ryan,8,OVER,2024-25,,OVER,True,8
Detroit Pistons,Adonis,11,UNDER,2024-25,,OVER,False,-11
Detroit Pistons,Andy,7,OVER,2024-25,,OVER,True,7
Detroit Pistons,Chester,6,OVER,2024-25,,OVER,True,6
Detroit Pistons,Jake,15,OVER,2024-25,,OVER,True,15
Detroit Pistons,Mary,9,OVER,2024-25,,OVER,True,9
Detroit Pistons,Mike,13,OVER,2024-25,,OVER,True,13
Detroit Pistons,Phil,15,OVER,2024-25,,OVER,True,15
Detroit Pistons,Ryan,7,OVER,2024-25,,OVER,True,7
Indiana Pacers,Adonis,7,OVER,2024-25,,OVER,True,7
Indiana Pacers,Andy,8,UNDER,2024-25,,OVER,False,-8
Indiana Pacers,Chester,15,OVER,2024-25,,OVER,True,15
Indiana Pacers,Jake,12,OVER,2024-25,,OVER,True,12
Indiana Pacers,Mary,12,OVER,2024-25,,OVER,True,12
Indiana Pacers,Mike,13,OVER,2024-25,,OVER,True,13
Indiana Pacers,Phil,6,OVER,2024-25,,OVER,True,6
Indiana Pacers,Ryan,12,OVER,2024-25,,OVER,True,12
Miami Heat,Adonis,8,OVER,2024-25,,UNDER,False,-8
Miami Heat,Andy,11,OVER,2024-25,,UNDER,False,-11
Miami Heat,Chester,14,UNDER,2024-25,,UNDER,True,14
Miami Heat,Jake,7,OVER,2024-25,,UNDER,False,-7
Miami Heat,Mary,7,OVER,2024-25,,UNDER,False,-7
Miami Heat,Mike,11,UNDER,2024-25,,UNDER,True,11
Miami Heat,Phil,10,UNDER,2024-25,,UNDER,True,10
Miami Heat,Ryan,12,OVER,2024-25,,UNDER,False,-12
Milwaukee Bucks,Adonis,10,UNDER,2024-25,,UNDER,True,10
Milwaukee Bucks,Andy,13,OVER,2024-25,,UNDER,False,-13
Milwaukee Bucks,Chester,9,OVER,2024-25,,UNDER,False,-9
Milwaukee Bucks,Jake,11,UNDER,2024-25,,UNDER,True,11
Milwaukee Bucks,Mary,8,UNDER,2024-25,,UNDER,True,8
Milwaukee Bucks,Mike,9,UNDER,2024-25,,UNDER,True,9
Milwaukee Bucks,Phil,12,UNDER,2024-25,,UNDER,True,12
Milwaukee Bucks,Ryan,13,OVER,2024-25,,UNDER,False,-13
New York Knicks,Adonis,10,OVER,2024-25,,UNDER,False,-10
New York Knicks,Andy,15,OVER,2024-25,,UNDER,False,-15
New York Knicks,Chester,8,UNDER,2024-25,,UNDER,True,8
New York Knicks,Jake,9,OVER,2024-25,,UNDER,False,-9
New York Knicks,Mary,11,UNDER,2024-25,,UNDER,True,11
New York Knicks,Mike,12,OVER,2024-25,,UNDER,False,-12
New York Knicks,Phil,8,OVER,2024-25,,UNDER,False,-8
New York Knicks,Ryan,15,OVER,2024-25,,UNDER,False,-15
Orlando Magic,Adonis,12,UNDER,2024-25,,UNDER,True,12
Orlando Magic,Andy,11,UNDER,2024-25,,UNDER,True,11
Orlando Magic,Chester,14,OVER,2024-25,,UNDER,False,-14
Orlando Magic,Jake,6,UNDER,2024-25,,UNDER,True,6
Orlando Magic,Mary,10,OVER,2024-25,,UNDER,False,-10
Orlando Magic,Mike,6,UNDER,2024-25,,UNDER,True,6
Orlando Magic,Phil,6,OVER,2024-25,,UNDER,False,-6
Orlando Magic,Ryan,13,UNDER,2024-25,,UNDER,True,13
Philadelphia 76ers,Adonis,9,OVER,2024-25,,UNDER,False,-9
Philadelphia 76ers,Andy,13,UNDER,2024-25,,UNDER,True,13
Philadelphia 76ers,Chester,8,UNDER,2024-25,,UNDER,True,8
Philadelphia 76ers,Jake,9,UNDER,2024-25,,UNDER,True,9
Philadelphia 76ers,Mary,13,OVER,2024-25,,UNDER,False,-13
Philadelphia 76ers,Mike,6,UNDER,2024-25,,UNDER,True,6
Philadelphia 76ers,Phil,11,OVER,2024-25,,UNDER,False,-11
Philadelphia 76ers,Ryan,14,OVER,2024-25,,UNDER,False,-14
Toronto Raptors,Adonis,13,UNDER,2024-25,,UNDER,True,13
Toronto Raptors,Andy,6,OVER,2024-25,,UNDER,False,-6
Toronto Raptors,Chester,14,OVER,2024-25,,UNDER,False,-14
Toronto Raptors,Jake,6,OVER,2024-25,,UNDER,False,-6
Toronto Raptors,Mary,7,UNDER,2024-25,,UNDER,True,7
Toronto Raptors,Mike,7,UNDER,2024-25,,UNDER,True,7
Toronto Raptors,Phil,10,OVER,2024-25,,UNDER,False,-10
Toronto Raptors,Ryan,6,UNDER,2024-25,,UNDER,True,6
Washington Wizards,Adonis,15,UNDER,2024-25,,UNDER,True,15
Washington Wizards,Andy,12,UNDER,2024-25,,UNDER,True,12
Washington Wizards,Chester,6,UNDER,2024-25,,UNDER,True,6
Washington Wizards,Jake,14,UNDER,2024-25,,UNDER,True,14
Washington Wizards,Mary,6,UNDER,2024-25,,UNDER,True,6
Washington Wizards,Mike,13,UNDER,2024-25,,UNDER,True,13
Washington Wizards,Phil,7,OVER,2024-25,,UNDER,False,-7
Washington Wizards,Ryan,7,UNDER,2024-25,,UNDER,True,7
Dallas Mavericks,Adonis,6,OVER,2024-25,,UNDER,False,-6
Dallas Mavericks,Andy,9,OVER,2024-25,,UNDER,False,-9
Dallas Mavericks,Chester,13,OVER,2024-25,,UNDER,False,-13
Dallas Mavericks,Jake,10,UNDER,2024-25,,UNDER,True,10
Dallas Mavericks,Mary,13,OVER,2024-25,,UNDER,False,-13
Dallas Mavericks,Mike,8,OVER,2024-25,,UNDER,False,-8
Dallas Mavericks,Phil,8,OVER,2024-25,,UNDER,False,-8
Dallas Mavericks,Ryan,14,OVER,2024-25,,UNDER,False,-14
Denver Nuggets,Adonis,7,UNDER,2024-25,,UNDER,True,7
Denver Nuggets,Andy,14,OVER,2024-25,,UNDER,False,-14
Denver Nuggets,Chester,7,OVER,2024-25,,UNDER,False,-7
Denver Nuggets,Jake,10,UNDER,2024-25,,UNDER,True,10
Denver Nuggets,Mary,12,OVER,2024-25,,UNDER,False,-12
Denver Nuggets,Mike,14,UNDER,2024-25,,UNDER,True,14
Denver Nuggets,Phil,6,UNDER,2024-25,,UNDER,True,6
Denver Nuggets,Ryan,15,UNDER,2024-25,,UNDER,True,15
Golden State Warriors,Adonis,12,UNDER,2024-25,,OVER,False,-12
Golden State Warriors,Andy,7,OVER,2024-25,,OVER,True,7
Golden State Warriors,Chester,10,OVER,2024-25,,OVER,True,10
Golden State Warriors,Jake,8,OVER,2024-25,,OVER,True,8
Golden State Warriors,Mary,9,UNDER,2024-25,,OVER,False,-9
Golden State Warriors,Mike,10,UNDER,2024-25,,OVER,False,-10
Golden State Warriors,Phil,12,OVER,2024-25,,OVER,True,12
Golden State Warriors,Ryan,10,OVER,2024-25,,OVER,True,10
Houston Rockets,Adonis,14,UNDER,2024-25,,OVER,False,-14
Houston Rockets,Andy,10,UNDER,2024-25,,OVER,False,-10
Houston Rockets,Chester,13,OVER,2024-25,,OVER,True,13
Houston Rockets,Jake,12,OVER,2024-25,,OVER,True,12
Houston Rockets,Mary,15,OVER,2024-25,,OVER,True,15
Houston Rockets,Mike,10,UNDER,2024-25,,OVER,False,-10
Houston Rockets,Phil,9,OVER,2024-25,,OVER,True,9
Houston Rockets,Ryan,7,UNDER,2024-25,,OVER,False,-7
Los Angeles Clippers,Adonis,12,UNDER,2024-25,,OVER,False,-12
Los Angeles Clippers,Andy,12,OVER,2024-25,,OVER,True,12
Los Angeles Clippers,Chester,10,UNDER,2024-25,,OVER,False,-10
Los Angeles Clippers,Jake,15,UNDER,2024-25,,OVER,False,-15
Los Angeles Clippers,Mary,7,UNDER,2024-25,,OVER,False,-7
Los Angeles Clippers,Mike,12,UNDER,2024-25,,OVER,False,-12
Los Angeles Clippers,Phil,15,UNDER,2024-25,,OVER,False,-15
Los Angeles Clippers,Ryan,9,UNDER,2024-25,,OVER,False,-9
Los Angeles Lakers,Adonis,7,OVER,2024-25,,OVER,True,7
Los Angeles Lakers,Andy,9,UNDER,2024-25,,OVER,False,-9
Los Angeles Lakers,Chester,12,OVER,2024-25,,OVER,True,12
Los Angeles Lakers,Jake,13,UNDER,2024-25,,OVER,False,-13
Los Angeles Lakers,Mary,14,UNDER,2024-25,,OVER,False,-14
Los Angeles Lakers,Mike,15,UNDER,2024-25,,OVER,False,-15
Los Angeles Lakers,Phil,15,UNDER,2024-25,,OVER,False,-15
Los Angeles Lakers,Ryan,12,OVER,2024-25,,OVER,True,12
Memphis Grizzlies,Adonis,9,UNDER,2024-25,,OVER,False,-9
Memphis Grizzlies,Andy,7,OVER,2024-25,,OVER,True,7
Memphis Grizzlies,Chester,11,UNDER,2024-25,,OVER,False,-11
Memphis Grizzlies,Jake,13,OVER,2024-25,,OVER,True,13
Memphis Grizzlies,Mary,10,OVER,2024-25,,OVER,True,10
Memphis Grizzlies,Mike,7,OVER,2024-25,,OVER,True,7
Memphis Grizzlies,Phil,9,UNDER,2024-25,,OVER,False,-9
Memphis Grizzlies,Ryan,11,OVER,2024-25,,OVER,True,11
Minnesota Timberwolves,Adonis,6,UNDER,2024-25,,UNDER,True,6
Minnesota Timberwolves,Andy,13,UNDER,2024-25,,UNDER,True,13
Minnesota Timberwolves,Chester,12,UNDER,2024-25,,UNDER,True,12
Minnesota Timberwolves,Jake,8,UNDER,2024-25,,UNDER,True,8
Minnesota Timberwolves,Mary,6,OVER,2024-25,,UNDER,False,-6
Minnesota Timberwolves,Mike,8,UNDER,2024-25,,UNDER,True,8
